page	claim	verdict	tags	date	author	source_list	source_url
https://www.snopes.com/fact-check/world-trade-center-stamp/	artwork shows image of the world trade center to be used on a new usps postage stamp.	false.	['postage stamps']		David Mikkelson	['http://www.house.gov/ackerman/pages/wtcstamp.htm', 'http://www.inspired-art.com/']	http://www.house.gov/ackerman/pages/wtcstamp.htm
https://www.snopes.com/fact-check/world-trade-center-stamp/	artwork shows image of the world trade center to be used on a new usps postage stamp.	false.	['postage stamps']		David Mikkelson	['http://www.house.gov/ackerman/pages/wtcstamp.htm', 'http://www.inspired-art.com/']	http://www.inspired-art.com/
https://www.snopes.com/fact-check/delaney-parrish/	a baby girl named delaney pulled a hot fry daddy onto herself, resulting in serious burns.	true.	['Prayer Requests']		David Mikkelson	['http://babydelaney.tripod.com/updates.htm']	http://babydelaney.tripod.com/updates.htm
https://www.snopes.com/fact-check/don-walter-letter/	retired federal judge delivers lecture about his experience setting up a new legal system in iraq.	true.	[]		David Mikkelson	['http://www.usdoj.gov/opa/pr/2003/May/03_ag_267.htm']	http://www.usdoj.gov/opa/pr/2003/May/03_ag_267.htm
https://www.snopes.com/fact-check/rebuilding-iraq/	letter from army engineer details rebuilding efforts in iraq.	true.	[]		David Mikkelson	['http://www.elca.org/ScriptLib/OS/Congregations/cdsDetail.asp?congrno=12962']	http://www.elca.org/ScriptLib/OS/Congregations/cdsDetail.asp?congrno=12962
https://www.snopes.com/fact-check/on-leave/	civilians give up their seats on commercial flight to soldiers on leave from iraq.	true.	[]		David Mikkelson	['http://www.heromiles.org/']	http://www.heromiles.org/
https://www.snopes.com/fact-check/hj-resolution-20/	a resolution introduced to the house of representatives seeks to repeal the authorization for use of military force against iraq.	true.	[]		David Mikkelson	['http://www.house.gov/kucinich/', 'http://www.house.gov/defazio/']	http://www.house.gov/kucinich/
https://www.snopes.com/fact-check/hj-resolution-20/	a resolution introduced to the house of representatives seeks to repeal the authorization for use of military force against iraq.	true.	[]		David Mikkelson	['http://www.house.gov/kucinich/', 'http://www.house.gov/defazio/']	http://www.house.gov/defazio/
https://www.snopes.com/fact-check/cindy-sheehan/	cindy sheehans son, casey, was raised by her exhusband after the couple divorced and both remarried.	false.	[]		David Mikkelson	['http://www.talkingproud.us/Eagle101904.html']	http://www.talkingproud.us/Eagle101904.html
https://www.snopes.com/fact-check/2007-pennsylvania-cell-phone-use-law/	new law going into effect in november 2007 will make it illegal for motorists in pennsylvania to use cell phones while driving.	false.	['Traffic']		David Mikkelson	['http://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2007&sind=0&body=H&type=B&BN=1827', 'http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2007&sessInd=0&billBody=H&billTyp=B&billNbr=1827&pn=2428']	http://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2007&sind=0&body=H&type=B&BN=1827
https://www.snopes.com/fact-check/2007-pennsylvania-cell-phone-use-law/	new law going into effect in november 2007 will make it illegal for motorists in pennsylvania to use cell phones while driving.	false.	['Traffic']		David Mikkelson	['http://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2007&sind=0&body=H&type=B&BN=1827', 'http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2007&sessInd=0&billBody=H&billTyp=B&billNbr=1827&pn=2428']	http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2007&sessInd=0&billBody=H&billTyp=B&billNbr=1827&pn=2428
https://www.snopes.com/fact-check/vested-interest/	in an effort to protect the deer population, peta has taken to dressing deer in orange hunters vests. consequently, local hunters are having a very easy time drawing a bead on these animals and downing them. a sporting goods store offers rewards for the returned vests and a buyin competition the hunters can participate in.	false.	['hoaxes']		David Mikkelson	['http://www.peta.com/']	http://www.peta.com/
https://www.snopes.com/fact-check/citizens-against-breast-feeding/	an organization called citizens against breastfeeding is petitioning congress to outlaw breastfeeding.	false.	['hoaxes']		David Mikkelson	['http://web.archive.org/web/20000817182630/http://www.eonline.com/News/Items/0,1,2066,00.htm', 'http://web.archive.org/web/20010331090513/http://www.banbreastfeeding.com/']	http://web.archive.org/web/20000817182630/http://www.eonline.com/News/Items/0,1,2066,00.htm
https://www.snopes.com/fact-check/citizens-against-breast-feeding/	an organization called citizens against breastfeeding is petitioning congress to outlaw breastfeeding.	false.	['hoaxes']		David Mikkelson	['http://web.archive.org/web/20000817182630/http://www.eonline.com/News/Items/0,1,2066,00.htm', 'http://web.archive.org/web/20010331090513/http://www.banbreastfeeding.com/']	http://web.archive.org/web/20010331090513/http://www.banbreastfeeding.com/
https://www.snopes.com/fact-check/the-mammogramming-click/	you can help disadvantaged women in america obtain free mammograms simply by clicking a button on a web site.	true.	['charity']		David Mikkelson	['http://www.thebreastcancersite.com']	http://www.thebreastcancersite.com
https://www.snopes.com/fact-check/seeing-the-fjords/	some supermarket chains in norway have decided to place special identification stickers on products from israel to protest israeli actions in their conflict with the palestinian authority.	false.	['Boycotts']		David Mikkelson	['http://www.israelinsider.com/views/articles/views_0397.htm']	http://www.israelinsider.com/views/articles/views_0397.htm
https://www.snopes.com/fact-check/flash-im-the-pan/	a flashing instant message is a sign that someone is trying to steal your password.	false.	['hoaxes']		David Mikkelson	['http://computing.fnal.gov/security/UserGuide/password.htm']	http://computing.fnal.gov/security/UserGuide/password.htm
https://www.snopes.com/fact-check/will-ferrell-death-hoax/	actor will ferrell was killed in a paragliding accident.	false.	['hoaxes']		David Mikkelson	['http://www.regrettheerror.com/2006/03/will_ferrell_is.html']	http://www.regrettheerror.com/2006/03/will_ferrell_is.html
https://www.snopes.com/fact-check/study-hard/	according to a university study, fellatio oral sex may significantly decrease the risk of breast cancer in women.	false.	['hoaxes']		David Mikkelson	['http://web.archive.org/web/20041126040807/http://homepage.mac.com/nikkienikks/iblog/C294808266/E910814554/Media/cnn.html', 'http://www4.ncsu.edu/~brwilli2/cnn.html', 'http://www4.ncsu.edu/~brwilli2/cnn1.html']	http://web.archive.org/web/20041126040807/http://homepage.mac.com/nikkienikks/iblog/C294808266/E910814554/Media/cnn.html
https://www.snopes.com/fact-check/study-hard/	according to a university study, fellatio oral sex may significantly decrease the risk of breast cancer in women.	false.	['hoaxes']		David Mikkelson	['http://web.archive.org/web/20041126040807/http://homepage.mac.com/nikkienikks/iblog/C294808266/E910814554/Media/cnn.html', 'http://www4.ncsu.edu/~brwilli2/cnn.html', 'http://www4.ncsu.edu/~brwilli2/cnn1.html']	http://www4.ncsu.edu/~brwilli2/cnn.html
https://www.snopes.com/fact-check/study-hard/	according to a university study, fellatio oral sex may significantly decrease the risk of breast cancer in women.	false.	['hoaxes']		David Mikkelson	['http://web.archive.org/web/20041126040807/http://homepage.mac.com/nikkienikks/iblog/C294808266/E910814554/Media/cnn.html', 'http://www4.ncsu.edu/~brwilli2/cnn.html', 'http://www4.ncsu.edu/~brwilli2/cnn1.html']	http://www4.ncsu.edu/~brwilli2/cnn1.html
https://www.snopes.com/fact-check/duane-martin/	email reproduces tmz article about duane martin and tisha campbell	false.	['hoaxes']		David Mikkelson	['http://www.essence.com/essence/themix/entertainment/0,16109,1657628-1,00.html']	http://www.essence.com/essence/themix/entertainment/0,16109,1657628-1,00.html
https://www.snopes.com/fact-check/paris-hilton-stabbed/	paris hilton has been stabbed several times in the jail where she is serving out her sentence.	false.	['hoaxes']		David Mikkelson	['http://www.omeletto.com/cnn.html']	http://www.omeletto.com/cnn.html
https://www.snopes.com/fact-check/metallica/	heavy metal band metallica is suing the group unfaith over their use of the e and f chords.	false.	['hoaxes']		David Mikkelson	['http://www.mtv.com/', 'http://www.scoopthis.com']	http://www.mtv.com/
https://www.snopes.com/fact-check/metallica/	heavy metal band metallica is suing the group unfaith over their use of the e and f chords.	false.	['hoaxes']		David Mikkelson	['http://www.mtv.com/', 'http://www.scoopthis.com']	http://www.scoopthis.com
https://www.snopes.com/fact-check/dollar-store-toothpaste/	some dollar stores sell expired and foreign, nonadastandard formulations of toothpaste.	true	['Household Hints']		David Mikkelson	['http://www.ada.org/']	http://www.ada.org/
https://www.snopes.com/fact-check/blind-datum/	ordinary use of waterproof sunscreen can cause blindness.	false.	['Household Hints']		David Mikkelson	['http://web.archive.org/web/20001217210500/http://www.ctfa.org/viewpage.cfm?id=1078', 'http://web.archive.org/web/19990430044620/http://www.preventblindness.org/news/releases/UV_598.html']	http://web.archive.org/web/20001217210500/http://www.ctfa.org/viewpage.cfm?id=1078
https://www.snopes.com/fact-check/blind-datum/	ordinary use of waterproof sunscreen can cause blindness.	false.	['Household Hints']		David Mikkelson	['http://web.archive.org/web/20001217210500/http://www.ctfa.org/viewpage.cfm?id=1078', 'http://web.archive.org/web/19990430044620/http://www.preventblindness.org/news/releases/UV_598.html']	http://web.archive.org/web/19990430044620/http://www.preventblindness.org/news/releases/UV_598.html
https://www.snopes.com/fact-check/safety-moment/	document pictures employee whose hands caught on fire when he lit a cigarette after using a hand sanitizer product.	false.	['Household Hints']		David Mikkelson	['http://www.tc.faa.gov/its/worldpac/techrpt/artn98-15.pdf']	http://www.tc.faa.gov/its/worldpac/techrpt/artn98-15.pdf
https://www.snopes.com/fact-check/wal-mart-and-the-nglcc/	walmart has partnered with the national gay lesbian chamber of commerce.	was true in 2006, but is no longer the case.	[]		David Mikkelson	['http://www.nglcc.org/']	http://www.nglcc.org/
https://www.snopes.com/fact-check/baby-doom-2/	a kinsey institute study found that having children lowers the iq of both parents.	false.	['Important If True']		David Mikkelson	['http://web.archive.org/web/20040924033405/http://www.indiana.edu/~kinsey/about/news.html', 'http://www.hoosiergazette.com/News/Sept2004/news001.htm', 'http://web.archive.org/web/20040215035443/http://www.hoosiergazette.com/about.htm', 'http://www.hoosiergazette.com/']	http://web.archive.org/web/20040924033405/http://www.indiana.edu/~kinsey/about/news.html
https://www.snopes.com/fact-check/baby-doom-2/	a kinsey institute study found that having children lowers the iq of both parents.	false.	['Important If True']		David Mikkelson	['http://web.archive.org/web/20040924033405/http://www.indiana.edu/~kinsey/about/news.html', 'http://www.hoosiergazette.com/News/Sept2004/news001.htm', 'http://web.archive.org/web/20040215035443/http://www.hoosiergazette.com/about.htm', 'http://www.hoosiergazette.com/']	http://www.hoosiergazette.com/News/Sept2004/news001.htm
https://www.snopes.com/fact-check/baby-doom-2/	a kinsey institute study found that having children lowers the iq of both parents.	false.	['Important If True']		David Mikkelson	['http://web.archive.org/web/20040924033405/http://www.indiana.edu/~kinsey/about/news.html', 'http://www.hoosiergazette.com/News/Sept2004/news001.htm', 'http://web.archive.org/web/20040215035443/http://www.hoosiergazette.com/about.htm', 'http://www.hoosiergazette.com/']	http://web.archive.org/web/20040215035443/http://www.hoosiergazette.com/about.htm
https://www.snopes.com/fact-check/baby-doom-2/	a kinsey institute study found that having children lowers the iq of both parents.	false.	['Important If True']		David Mikkelson	['http://web.archive.org/web/20040924033405/http://www.indiana.edu/~kinsey/about/news.html', 'http://www.hoosiergazette.com/News/Sept2004/news001.htm', 'http://web.archive.org/web/20040215035443/http://www.hoosiergazette.com/about.htm', 'http://www.hoosiergazette.com/']	http://www.hoosiergazette.com/
https://www.snopes.com/fact-check/kelsey-brooke-jones/	a 5yearold girl named kelsey brooke jones is missing from her minnesota home.	false.	['moa']		David Mikkelson	['http://www.missingkids.com']	http://www.missingkids.com
https://www.snopes.com/fact-check/the-road-to-dell/	dell computer cancelled an order placed by weigand combat handguns because the company name triggered a security alert.	true.	['Moral Outrage']		David Mikkelson	['http://web.archive.org/web/20020305222533/http://www.jackweigand.com/Dell.html']	http://web.archive.org/web/20020305222533/http://www.jackweigand.com/Dell.html
https://www.snopes.com/fact-check/pampered-chef/	berkshire hathaway, the legendary business concern headed by warren buffett and new owner of pampered chef, supports prochoice causes.	sort of.	['Moral Outrage']		David Mikkelson	['http://www.berkshirehathaway.com/news/jul0303.pdf', 'http://www.berkshirehathaway.com/subs/sublinks.html', 'http://www.berkshirehathaway.com/']	http://www.berkshirehathaway.com/news/jul0303.pdf
https://www.snopes.com/fact-check/pampered-chef/	berkshire hathaway, the legendary business concern headed by warren buffett and new owner of pampered chef, supports prochoice causes.	sort of.	['Moral Outrage']		David Mikkelson	['http://www.berkshirehathaway.com/news/jul0303.pdf', 'http://www.berkshirehathaway.com/subs/sublinks.html', 'http://www.berkshirehathaway.com/']	http://www.berkshirehathaway.com/subs/sublinks.html
https://www.snopes.com/fact-check/pampered-chef/	berkshire hathaway, the legendary business concern headed by warren buffett and new owner of pampered chef, supports prochoice causes.	sort of.	['Moral Outrage']		David Mikkelson	['http://www.berkshirehathaway.com/news/jul0303.pdf', 'http://www.berkshirehathaway.com/subs/sublinks.html', 'http://www.berkshirehathaway.com/']	http://www.berkshirehathaway.com/
https://www.snopes.com/fact-check/breast-defense-2/	airport security screeners required a woman to drink her stored breast milk before allowing her to board a flight.	sort of.	['Moral Outrage']		David Mikkelson	['http://www.khou.com/news/local/khou020215_ds_AirportSecurity.571cfc1.html']	http://www.khou.com/news/local/khou020215_ds_AirportSecurity.571cfc1.html
https://www.snopes.com/fact-check/black-heritage-stamps-2/	the united states postal service is discontinuing the black heritage series of stamps and destroying the remaining stock.	false.	['Moral Outrage']		David Mikkelson	['http://web.archive.org/web/20000604104815/www.usps.com/news/stamps/99/black_heritage.htm']	http://web.archive.org/web/20000604104815/www.usps.com/news/stamps/99/black_heritage.htm
https://www.snopes.com/fact-check/hate/	the los angeles times ran a political cartoon that depicts a muslim and a jew praying at a wall featuring the word hate in large letters.	true.	['Moral Outrage']		David Mikkelson	['http://mosaic.lk.net/g-wall.html']	http://mosaic.lk.net/g-wall.html
https://www.snopes.com/fact-check/united-condemnations/	arabislamic states consistently vote against the u.s. in the united nations.	true.	['Moral Outrage']		David Mikkelson	['http://www.un.org/Depts/dhl/resguide/r58.htm']	http://www.un.org/Depts/dhl/resguide/r58.htm
https://www.snopes.com/fact-check/code-cocked/	sprint long distance service lists calls placed to israel as having a destination of palestine on customers bills in order to court arab business.	false.	['Moral Outrage']		David Mikkelson	['http://web.archive.org/web/19991128095002/http://phonebooth.interocitor.net/wtng/wtng-ps.html']	http://web.archive.org/web/19991128095002/http://phonebooth.interocitor.net/wtng/wtng-ps.html
https://www.snopes.com/fact-check/call-scam/	telemarketers are luring those whove signed up for the national do not call list by getting them to request coupons for free products.	true.	['Pending Legislation']		David Mikkelson	['http://www.liquidsoapproducts.com/rules.html']	http://www.liquidsoapproducts.com/rules.html
https://www.snopes.com/fact-check/north-american-union/	the leaders of canada, the united states, and mexico agreed in 2005 to subsume their countries into a greater north american union by the year 2010.	false.	[]		David Mikkelson	['http://europa.eu/']	http://europa.eu/
https://www.snopes.com/fact-check/phone-scam/	scammers are racking up hundreds of dollars per phone call by borrowing homeowners phones and placing fiveminute calls to expensive premium rate services.	false.	['scams']		David Mikkelson	['http://www.usdoj.gov/criminal/cybercrime/18usc1343.htm']	http://www.usdoj.gov/criminal/cybercrime/18usc1343.htm
https://www.snopes.com/fact-check/irs-audit/	the michigan department of treasury issued an alert about fraudulent email notifications of internal revenue service eaudits.	sort of.	['scams']		David Mikkelson	['http://web.archive.org/web/20020127141027/http://www.michigan.gov/treasury/1,1607,7-121--9300--,00.html']	http://web.archive.org/web/20020127141027/http://www.michigan.gov/treasury/1,1607,7-121--9300--,00.html
https://www.snopes.com/fact-check/full-faith-and-credit-card/	email from lawyer gives good advice about preventive steps to protect against credit card theft.	true.	['scams']		David Mikkelson	['http://www.ckfraud.org/credit.html']	http://www.ckfraud.org/credit.html
https://www.snopes.com/fact-check/citibank-4/	citibank is sending out messages asking customers to verify their email addresses.	false.	['scams']		David Mikkelson	['http://www.citi.com/domain/spoof/report_abuse.htm']	http://www.citi.com/domain/spoof/report_abuse.htm
https://www.snopes.com/fact-check/send-your-support-to-troops/	civilians can send thank you messages to american troops through a department of defense web page.	true.	[]		David Mikkelson	['http://www.globalsecurity.org/military/ops/enduring-freedom.htm']	http://www.globalsecurity.org/military/ops/enduring-freedom.htm
https://www.snopes.com/fact-check/citibank-3/	citibank is sending out notices asking customers to log in and verify their accounts.	false.	['scams']		David Mikkelson	['http://www.citibank.com/domain/spoof/email_sample.htm?s=011104.gif']	http://www.citibank.com/domain/spoof/email_sample.htm?s=011104.gif
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html
https://www.snopes.com/fact-check/2008-california-traffic-laws/	email lists new california traffic laws taking effect in 2008.	true.	['Traffic']		David Mikkelson	['http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0051-0100/sb_67_bill_20071014_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0301-0350/ab_321_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1551-1600/ab_1589_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/sen/sb_0001-0050/sb_7_bill_20071010_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_478_bill_20070926_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0451-0500/ab_470_bill_20070720_chaptered.html', 'http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_0801-0850/ab_801_bill_20071005_chaptered.html', 'http://www.leginfo.ca.gov/pub/05-06/bill/sen/sb_1601-1650/sb_1613_bill_20060915_chaptered.html', 'http://www.dmv.ca.gov/cellularphonelaws/']	http://www.dmv.ca.gov/cellularphonelaws/
https://www.snopes.com/fact-check/gemma-brown/	gemma brown is collecting spam and chain emails for a university study.	false.	['School Projects']		David Mikkelson	['http://www.research-project.org/']	http://www.research-project.org/
https://www.snopes.com/fact-check/back-sided/	michigan motorists can be fined for not signing the backs of their car registrations.	false.	['Traffic']		David Mikkelson	['http://www.legislature.mi.gov/(S(jdimfs2mncwcve555ihftieq))/mileg.aspx?page=getObject&objectName=mcl-257-223']	http://www.legislature.mi.gov/(S(jdimfs2mncwcve555ihftieq))/mileg.aspx?page=getObject&objectName=mcl-257-223
